Postal Code,Distance to MRT
658966,1379.4344876634977
658965,976.2890804541623
658962,1001.0330933847815
658713,144.96888065173013
658712,1383.224047752117
658080,1397.262794330747
658077,1427.7718280882123
658072,1435.3708262684581
658071,1300.556970054187
658070,1630.014571548802
658066,1447.7024491050918
658064,1472.681855144919
657289,1210.1092495012904
651395,544.8551381869988
650642,190.28301967930565
650640,189.96380470108457
650634,194.47204586952884
650632,94.33895121956839
650631,135.27345791478987
650630,111.19493076987926
650537,443.09738062008597
650523,267.324373047168
650506,651.4896229235167
650505,536.6511520942739
650424,781.1149704355868
650413,779.275253222722
650376,275.0082590569376
650374,175.78122855703936
650373,177.86184566766616
650372,88.9309228316671
650371,159.16998588673965
650359,267.3243514763405
650347,388.38143996410406
650324,598.3804481658904
650323,496.4362854061343
650284,852.1457413486361
650283,861.1545095056412
650279,815.2225439739834
650278,874.1810727183164
650274,905.9737348013861
650273,846.0173468049289
650272,878.1965240223211
650271,980.5167843308351
650265,1140.4518731329765
650242,693.62223440506
650233,578.053407369854
650217,557.1885777478848
650213,349.09791171123493
650207,296.7009190904032
650177,960.481524417457
650166,822.4014120034446
650164,819.0809938843122
650156,680.376584817427
650155,705.9610109941697
650153,636.6590754073347
650152,637.1382532507787
650150,689.3072341472083
650134,671.1773187292987
650132,499.63797509346097
650109,462.39477825232757
649961,718.6710970175038
649960,638.0626795913635
649930,873.5107002576585
649884,1115.0652983121533
649882,1170.709192987675
649849,334.2343544457405
649848,464.49212251207337
649846,0.0
649845,0.0
649809,1179.0117212001592
649806,693.6239309003818
649735,3316.1733316109635
649734,3018.060473731946
649699,1329.1937613018379
649698,751.0010470735036
649520,836.2516293198969
649519,908.1846836974394
649517,812.3077745530227
649487,1165.403924349543
649482,1376.1405762631364
649481,1327.6475910609227
649414,552.1538012676148
649410,710.9703248699288
649406,407.15518341161373
649371,915.1128239272073
649370,1110.3469664842687
649332,277.9813072816003
649297,513.9727318228117
649296,592.1067821147916
649295,361.97888618043123
649223,823.4458612954878
649188,1045.758134565491
649149,1221.811992456471
649076,1395.8285309957867
649075,1338.8603666496026
649040,1139.222785314781
649038,1437.5110783869115
649037,1603.895424547606
649036,1717.6161789704931
648965,806.6172940504532
648964,951.4192615492208
648924,585.8544981272269
648886,179.5986088587633
648368,348.01920870954234
648354,611.6731236807585
648350,1682.8419814477281
648348,249.8708989586335
648347,1389.3908799013943
648346,205.0010193617489
648331,55.59201906268947
648330,55.59201906268947
648310,0.0
648200,296.02432502803794
644678,718.5364201034254
644659,196.69928003672277
643988,646.8786934679388
642221,893.8966815718755
641668,440.2492029906195
641638,622.3193240309265
640964,1078.8694089802611
640962,1156.1578914085862
640960,1185.336608663922
640959,1272.7630468658933
640907,1742.3294022612608
640851,1391.7077753777937
640815,1043.0618760262105
640762,1305.2773150163384
640746,1135.7372666060926
640735,913.4909440797004
640679,624.2772000838787
640651,469.0052401186976
640638,622.2979068370895
640557,1116.8162776889149
640546,1141.0497638161369
640541,945.0627737532441
640526,583.6533966828039
640517,229.2091146769919
640508,576.8950884042366
640507,606.9681450677048
640506,601.8622794779835
640505,696.1518888972363
640504,679.3575532395776
640503,735.9476798875424
640502,765.8338112792487
640501,689.2112739577843
640498,552.0206285768859
640496,730.9774807825268
640495,717.136949755295
640494,740.608264719851
640493,694.6894802375374
640492,761.3725425890703
640491,865.3369645082009
640479,505.3346870161428
640463,748.9583916292872
640456,726.943829726981
640451,900.5804794107986
640442,826.5076001803474
640429,940.4568199012105
640414,1110.3469664842687
640406,1188.8964101173679
640276,1638.598985569874
640221,1003.2732737595607
640175,949.8707845510878
639937,912.069416139413
639934,1095.0321352466613
639933,1157.3205087699514
639932,1308.9613232192405
639931,1123.4473228974716
639929,2654.7892927075422
639926,2277.415965167109
639816,2019.3532137455481
639811,2471.7058148924193
639809,2553.065837100852
639798,2052.0161623722774
639667,2060.2628628745147
639593,589.2189173512186
639591,542.875520256149
639582,373.58633238255084
639548,2087.617820443678
639521,945.9441315862847
639511,1048.9743965517464
639461,900.9135656975561
639447,393.399614189372
639413,726.0225152895808
639409,497.1731659753952
639340,481.2334919147352
639334,555.8271795827856
639272,656.7755871805527
639249,1353.4977326006049
639137,897.6915751686114
639107,623.0340482019083
639106,511.93604639783587
638988,834.2582586507839
638831,637.2209154875919
638828,734.5646114552279
638743,815.4228742140342
638741,1033.6184019299258
638732,1064.1683237203395
638726,1082.8532342729204
638720,993.6592681445624
638719,880.5415661321227
638709,537.4049973578984
638503,1408.7850501273306
638501,1537.7481419313742
638499,1175.9722421480578
638498,1557.5109950324227
638493,1220.7277996840987
638481,446.47684561556974
638427,309.12271051601175
638417,492.2675067213709
638414,991.4520316553741
638413,945.9486018612963
638410,626.0059672299848
638408,795.8292933550283
638404,246.8696435537692
638368,446.4755555883819
638366,1051.568312450524
638365,805.7076342040647
638127,2342.077889328752
638121,2284.9164992505985
638118,2342.1095658646964
637898,499.7419266663884
637895,2419.446723780587
637780,2112.9886346100334
637778,3380.8471187136224
637766,2537.394125345419
637752,2193.2522093062694
637722,1912.032089617824
637720,1798.398538778707
637718,1790.2846223289012
637658,2670.4941779071587
637651,3724.554451342054
637644,4088.5554349688923
637640,3443.7343711926155
637634,2705.1260178149323
637616,2544.730658357706
637609,2146.2427785651535
637607,3845.631310523884
637601,1637.126333561995
637578,2643.337893988982
637558,3210.5276836919907
637557,2208.6689387444485
637555,3815.6204579622677
637551,1979.6224603015096
637548,1868.8076648414476
637458,2297.233110614704
637437,4729.153686221258
637433,948.3547615285535
637423,3151.1046475570743
637421,3441.542553508439
637397,1905.4214597965286
637394,2760.2761568855285
637393,3003.819101924439
637377,2636.9302365399417
637332,1976.4794596394834
637331,2272.3338664446305
637328,948.3547615285535
637321,448.7247534033951
637313,948.3547615285535
637312,6017.510935020765
637301,4165.223474042747
637285,2088.887999514301
637223,1596.9047052495443
637141,2212.9027168467724
637131,5216.414340378528
637122,1739.044912628167
637084,948.3547615285535
637077,5006.8421655907
637060,948.3547615285535
637051,8598.254766309321
637033,1714.3868208125323
637022,2755.638149540937
636947,948.3547615285535
629986,2175.130301792833
629971,1965.29269728149
629969,1750.890352037629
629924,1726.145492699155
629914,2139.1189738890557
629911,2314.7085494392386
629908,740.1207488460526
629907,627.3717410893498
629906,782.0388360825777
629903,1366.313272779554
629888,2683.4042057972956
629882,3012.7156434218314
629879,2673.247565523229
629876,2335.519974883611
629875,2255.8965504138005
629860,2419.5205189599765
629859,2385.554359087656
629858,2278.6669456453283
629853,1810.8764595494736
629852,1733.224104337753
629842,1231.3121060235812
629814,627.8070633274931
629787,790.1761606665914
629728,1710.4379403859477
629654,1375.311346646037
629649,1326.164662284037
629619,753.8410255185537
629617,863.8995806504249
629608,734.9743299673866
629605,737.0730594335478
629602,922.9505235017093
629585,393.1313512995987
629566,1507.4409844209667
629563,1924.977001251305
629534,1214.2261733681364
629524,1363.0142641298337
629437,640.105004823285
629414,1001.7417336056387
629360,2486.4202083854875
629354,2252.821673265831
629353,2953.7012030861556
629351,3109.8951719009247
629340,1693.9685198534373
629270,757.6691414874047
629216,410.0040451854403
629198,1478.7271551857336
629197,1676.0036181436867
629196,1239.6628990321194
629191,861.4189182290917
629174,780.139097991899
629153,1933.514207151445
629148,1103.4517942709679
629146,1874.8728764909713
629143,2054.2269594781637
629117,632.3773760268477
629116,0.0
629111,661.2599902684034
629102,696.0405442002257
629062,739.6529292884538
629046,492.4048143514439
629039,500.32895307503225
628991,551.952904613935
628943,613.938216032553
628925,2106.230579672079
628909,1315.7562861614363
628859,1575.7669472239293
628826,1203.4781145497368
628767,1558.5604948456632
628588,1529.2168541144047
628585,1451.5425136062615
628560,2637.991324557116
628555,2611.401081430978
628553,2698.209476619622
628499,2296.4390912839285
628498,2436.018315934759
628470,1467.1092925039395
628437,2189.82862199344
628413,1168.0229321907123
628388,1521.0743507527577
628344,1651.0827083839247
628341,1438.8589461640836
628285,7067.300545459425
628277,6705.460713200374
628260,6395.8020122363405
628209,5734.04952208717
628143,2397.227475425361
628135,3424.750142481985
628134,3125.3929287778756
628130,3297.4476363619474
628128,3192.850481902767
628088,613.2640175196939
628087,806.9012219302023
628085,727.8606834460807
628084,857.3488271960837
628075,938.2615371044309
628054,3820.384259693769
628052,3763.711380552239
628051,3388.3771741924834
628048,3191.991336021006
627997,1851.407007702287
627973,1641.7635753080547
627971,1804.3843417441874
627969,1688.1351967862197
627968,1645.2423819189862
627890,8359.99518307944
627886,8078.996575113035
627879,5706.926912715077
627878,7524.1458078250225
627871,6109.854918644623
627867,6798.232151665354
627860,6768.154744148817
627851,829.9621700491484
627842,2974.399858134372
627833,4675.258183274798
627807,9393.950090383823
627755,6602.000436801408
627753,1949.0112300202477
627722,7046.988812453906
627698,537.4043725581586
627615,2481.640807771771
627610,4836.864586949093
627608,457.10558416422714
627607,533.8021219550468
627606,629.1202704308979
627605,698.2488908135853
627595,5851.370434689973
627576,1844.4233464457823
627575,1883.923060557869
619968,1786.2122162192686
619932,1051.4599111481114
619863,861.2895572095173
619828,1119.1334295410973
619820,1527.8056256232144
619742,3509.5517614052574
619730,3075.195186665558
619697,1464.4197136536827
619651,1718.5848944960674
619626,1205.3457664152074
619625,1094.1290150728316
619618,1394.3748694236676
619595,2270.1191238448723
619594,2074.2732605921915
619566,2783.4248815049423
619530,1258.2597960258026
619527,879.7575943792234
619526,484.33703188678646
619523,757.9607782492828
619522,529.57869313569
619487,2870.03905880833
619475,2658.761537804178
619415,2075.5297827595523
619406,2101.4786828260953
619363,2161.8559968754853
619362,2393.182010435201
619336,2139.827381128167
619285,2728.7174756502504
619265,1742.3574668209883
619167,3422.069444009907
619160,2478.639487427169
619159,2679.92425619039
619115,3312.224269675145
619112,2972.7704773414566
619110,3476.27393135618
619097,2915.826402626658
619094,2797.3206144281103
619092,2735.395196005319
619088,2434.47655234197
618824,837.0509608572874
618809,522.6462065562537
618780,1098.5541237263365
618696,1136.503631444336
618654,404.71505355959465
618652,1653.0154632345593
618642,2015.2665722257414
618640,2042.5448878052448
618592,1965.2418442248797
618591,2018.1346581731225
618499,1034.1128191520736
618497,1128.557042025904
618492,2981.099236836017
618310,721.0147962153653
618304,1811.987699161172
618299,1979.806608063036
618289,2967.551416818906
611346,485.4364248907625
610399,1037.9297462857917
610158,1707.4091631256867
610151,1934.823659145153
610065,1328.9911870181236
610063,1366.7877264817614
609971,1205.7104857363947
609966,1353.6418980719739
609964,1478.2545381668065
609961,753.1091488581204
609959,0.0
609958,582.0330416115094
609935,948.3547615285535
609932,1568.0428935283587
609930,660.5578396804644
609927,1010.7237211312039
609921,662.0111043543835
609917,873.5126769531452
609916,1029.4995284359468
609831,2635.07802913364
609790,1119.2245106119663
609788,915.1128288166035
609787,311.5441852967049
609786,544.7056007919435
609731,273.4441100694875
609690,0.0
609647,768.4761624061537
609607,299.15009294974635
609606,305.25083353006613
609604,826.4959883412752
609601,400.1932296748202
609561,955.8973038856901
609558,813.4024174987215
609517,558.2258697230835
609476,739.3327086992889
609434,451.53540865286635
609433,815.2271660468745
609386,2337.853444641545
609336,1498.501028768064
609273,2429.2306896831833
609271,2492.143126751005
609266,2242.833474024138
609195,2981.6513607313864
609191,3034.9324157412066
609151,3731.7937037668594
609142,3814.14666685532
609081,820.6693116682163
609078,1419.1453671848165
609039,3454.797537595744
608968,3236.2835305178724
608924,1084.0703808091587
608838,658.4184065831355
608784,204.42135955349093
608783,2207.571616649561
608619,2602.702100691461
608609,1276.1252077216786
608599,1019.4754621416271
608591,996.3460593118981
608587,1457.4523689162706
608586,1404.836072665257
608584,1168.1532916903627
608568,1262.3600449888745
608561,2376.0691386014046
608557,2290.7082127746517
608549,111.18408722438073
608548,149.57935461043465
608538,2019.355166701124
608537,2155.5403497777784
608532,15.723349828115921
608531,59.87808216333636
608521,948.3547615285535
608516,948.3547615285535
605286,641.534006196089
601282,827.2593021372437
601267,872.2752357103877
601217,692.5482462079914
601037,1467.8151279066346
600416,1573.8822559752273
600415,1591.9328572531465
600352,371.5903287097853
600350,237.9434062817576
600349,263.58909054007734
600347,330.5959990019741
600346,385.47953793066347
600338,866.5303383810747
600326,817.6848427182141
600318,584.3609301974219
600303,380.28002504186225
600262,961.5005418174209
600256,661.2326266748406
600254,599.5724069445739
600253,506.99723055801405
600252,676.191582538819
600242,856.2009372981313
600235,656.0500660653689
600225,526.7152549164867
600221,516.7799835978185
600215,703.9695182214789
600214,712.3677370619548
600202,302.07286915745965
600135,327.1369709645661
